source_file,source_kind,benchmark_id,dashboard_tab,model,model_family,gpu,gpu_vendor,gpu_count,framework,runtime,precision,main_framework,main_precision,is_main_model_config,main_config_reason,isl,osl,concurrency,batch_size,metric_name,metric_value,metric_unit,tok_s_user,tok_s_gpu,tok_s_mw,input_tok_s_gpu,output_tok_s_gpu,joules_token,p99_ttft_ms,p99_tpot_ms,cost_per_million_tokens_usd,power_w,benchmark_date,github_run_url,source_url,evidence_class,caveat
data/inferencex/raw/INFERENCEX_BENCHMARK_README_README.md,benchmark_repo_readme,INFERENCEX_BENCHMARK_README_README,methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX/blob/main/README.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_BENCHMARK_AGENTS_AGENTS.md,benchmark_repo_operating_rules,INFERENCEX_BENCHMARK_AGENTS_AGENTS,methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX/blob/main/AGENTS.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_PERF_CHANGELOG_perf-changelog.yaml,benchmark_changelog,INFERENCEX_PERF_CHANGELOG_perf-changelog,historical_trends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX/blob/main/perf-changelog.yaml,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_README_README.md,dashboard_app_readme,INFERENCEX_APP_README_README,data_pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/README.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_ENV_EXAMPLE_.env.example,dashboard_app_config,INFERENCEX_APP_ENV_EXAMPLE_.env,data_pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/.env.example,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_PACKAGE_package.json,dashboard_app_scripts,INFERENCEX_APP_PACKAGE_package,data_pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/package.json,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_DATA_PIPELINE_DOC_data-pipeline.md,dashboard_app_doc,INFERENCEX_APP_DATA_PIPELINE_DOC_data-pipeline,data_pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/docs/data-pipeline.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_TRANSFORMS_DOC_data-transforms.md,dashboard_app_doc,INFERENCEX_APP_TRANSFORMS_DOC_data-transforms,data_pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/docs/data-transforms.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_GPU_SPECS_DOC_gpu-specs.md,dashboard_app_doc,INFERENCEX_APP_GPU_SPECS_DOC_gpu-specs,gpu_specs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/docs/gpu-specs.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
data/inferencex/raw/INFERENCEX_APP_TCO_DOC_tco-calculator.md,dashboard_app_doc,INFERENCEX_APP_TCO_DOC_tco-calculator,tco_calculator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/SemiAnalysisAI/InferenceX-app/blob/master/docs/tco-calculator.md,Proxy/Benchmark,Auto-indexed file-level row; metric values require DB/CSV normalization before use in forecast.
